Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
5918,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,613,1542
5919,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arizona,10.302,1660
5920,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arkansas,7.214,2301
5921,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,California,61.69,1839
5922,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,6.106,1470
5923,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Connecticut,7.289,1674
5924,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Delaware,1.914,2051
5925,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,District of Columbia,1.434,2536
5926,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Florida,42.254,1758
5927,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,16.184,2120
5928,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,2.227,1467
5929,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Idaho,2.433,1679
5930,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Illinois,25.813,1960
5931,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Indiana,13.682,2059
5932,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Iowa,6.88,1772
5933,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kansas,5.749,1808
5934,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kentucky,9.916,2270
5935,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Louisiana,9.947,2349
5936,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maine,2.852,1730
5937,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maryland,11.314,2030
5938,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Massachusetts,12.71,1664
5939,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Michigan,24.149,2225
5940,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,7.477,1307
5941,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,8.037,2785
5942,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,14.338,2189
5943,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Montana,1.87,1645
5944,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,3.52,1681
5945,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,4.591,2056
5946,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2.511,1769
5947,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,18.831,1930
5948,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Mexico,3.305,1672
5949,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,49.528,2304
5950,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,17.395,1930
5951,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Dakota,1.414,1659
5952,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Ohio,26.757,2057
5953,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oklahoma,9.602,2511
5954,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oregon,6.655,1576
5955,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Pennsylvania,32.862,2013
5956,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Rhode Island,2.751,2030
5957,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Carolina,8.992,1999
5958,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Dakota,1.633,1649
5959,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Tennessee,14.28,2272
5960,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Texas,38.912,2001
5961,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Utah,2.98,1610
5962,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Vermont,1.166,1624
5963,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Virginia,13.75,1867
5964,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Washington,11.037,1701
5965,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,West Virginia,5.208,2325
5966,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Wisconsin,11.11,1727
5967,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Wyoming,957,1804
5968,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,898,188
5969,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,48,137
5970,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,905,148
5971,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,734,235
5972,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,6.546,197
5973,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,592,145
5974,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,776,172
5975,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,117,127
5976,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,82,143
5977,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2.246,94
5978,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1.407,194
5979,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,199,127
5980,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,228,157
5981,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2.55,193
5982,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1.098,165
5983,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,749,185
5984,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,665,203
5985,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,897,210
5986,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,870,211
5987,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maine,236,142
5988,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maryland,994,180
5989,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Massachusetts,1.538,197
5990,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Michigan,1.637,151
5991,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Minnesota,603,104
5992,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Mississippi,554,197
5993,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Missouri,1.289,196
5994,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Montana,183,161
5995,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nebraska,331,155
5996,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,408,192
5997,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,207,147
5998,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1.343,138
5999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,298,155
6000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,4.431,205
6001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1.645,187
6002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,133,149
6003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,1.743,134
6004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,801,212
6005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,477,112
6006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2.555,155
6007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,224,161
6008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,723,168
6009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,189,187
6010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,1.438,235
6011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,3.23,170
6012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,313,171
6013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,70,99
6014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,1.231,172
6015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,743,114
6016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,408,184
6017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,1.022,157
6018,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,113,218
6019,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,592,124
6020,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,149,226
6021,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,1.016,165
6022,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,402,142
6023,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,3.602,99
6024,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,811,166
6025,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,271,73
6026,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Delaware,95,106
6027,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,District of Columbia,36,60
6028,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Florida,2.587,132
6029,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Georgia,997,109
6030,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Hawaii,133,95
6031,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Idaho,223,150
6032,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Illinois,1.108,86
6033,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Indiana,790,123
6034,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Iowa,322,107
6035,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kansas,382,137
6036,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kentucky,649,151
6037,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Louisiana,522,120
6038,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maine,191,136
6039,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maryland,518,90
6040,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Massachusetts,516,77
6041,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Michigan,1.131,111
6042,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Minnesota,572,108
6043,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Mississippi,396,136
6044,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Missouri,808,135
6045,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Montana,196,194
6046,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Nebraska,181,101
6047,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Nevada,471,180
6048,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Hampshire,158,112
6049,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Jersey,596,67
6050,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Mexico,401,203
6051,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New York,1.396,71
6052,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,North Carolina,1.077,116
6053,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,North Dakota,95,142
6054,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Ohio,1.295,111
6055,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oklahoma,531,147
6056,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oregon,594,153
6057,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Pennsylvania,1.441,111
6058,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Rhode Island,96,88
6059,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,South Carolina,530,116
6060,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,South Dakota,102,125
6061,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Tennessee,844,134
6062,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Texas,2.433,105
6063,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Utah,378,158
6064,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Vermont,89,139
6065,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Virginia,880,111
6066,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Washington,865,131
6067,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,West Virginia,300,157
6068,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Wisconsin,729,127
6069,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Wyoming,101,193
6070,Malignant neoplasms (C00-C97),Cancer,Alabama,10.025,1987
6071,Malignant neoplasms (C00-C97),Cancer,Alaska,839,1826
6072,Malignant neoplasms (C00-C97),Cancer,Arizona,10.134,1589
6073,Malignant neoplasms (C00-C97),Cancer,Arkansas,6.388,2013
6074,Malignant neoplasms (C00-C97),Cancer,California,55.011,1638
6075,Malignant neoplasms (C00-C97),Cancer,Colorado,6.617,1541
6076,Malignant neoplasms (C00-C97),Cancer,Connecticut,6.827,1672
6077,Malignant neoplasms (C00-C97),Cancer,Delaware,1.853,1935
6078,Malignant neoplasms (C00-C97),Cancer,District of Columbia,1.169,2082
6079,Malignant neoplasms (C00-C97),Cancer,Florida,40.088,1698
6080,Malignant neoplasms (C00-C97),Cancer,Georgia,14.983,1855
6081,Malignant neoplasms (C00-C97),Cancer,Hawaii,2.214,1480
6082,Malignant neoplasms (C00-C97),Cancer,Idaho,2.405,1663
6083,Malignant neoplasms (C00-C97),Cancer,Illinois,24.115,1866
6084,Malignant neoplasms (C00-C97),Cancer,Indiana,12.778,1926
6085,Malignant neoplasms (C00-C97),Cancer,Iowa,6.376,1768
6086,Malignant neoplasms (C00-C97),Cancer,Kansas,5.406,1792
6087,Malignant neoplasms (C00-C97),Cancer,Kentucky,9.692,2147
6088,Malignant neoplasms (C00-C97),Cancer,Louisiana,8.736,1993
6089,Malignant neoplasms (C00-C97),Cancer,Maine,3.112,1899
6090,Malignant neoplasms (C00-C97),Cancer,Maryland,10.179,1805
6091,Malignant neoplasms (C00-C97),Cancer,Massachusetts,13.003,1795
6092,Malignant neoplasms (C00-C97),Cancer,Michigan,20.087,1864
6093,Malignant neoplasms (C00-C97),Cancer,Minnesota,9.176,1687
6094,Malignant neoplasms (C00-C97),Cancer,Mississippi,6.002,2018
6095,Malignant neoplasms (C00-C97),Cancer,Missouri,12.38,1909
6096,Malignant neoplasms (C00-C97),Cancer,Montana,1.921,1707
6097,Malignant neoplasms (C00-C97),Cancer,Nebraska,3.479,1766
6098,Malignant neoplasms (C00-C97),Cancer,Nevada,4.331,1808
6099,Malignant neoplasms (C00-C97),Cancer,New Hampshire,2.609,1847
6100,Malignant neoplasms (C00-C97),Cancer,New Jersey,17.096,1801
6101,Malignant neoplasms (C00-C97),Cancer,New Mexico,3.238,1581
6102,Malignant neoplasms (C00-C97),Cancer,New York,35.485,1698
6103,Malignant neoplasms (C00-C97),Cancer,North Carolina,17.478,1871
6104,Malignant neoplasms (C00-C97),Cancer,North Dakota,1.264,1626
6105,Malignant neoplasms (C00-C97),Cancer,Ohio,25.23,1963
6106,Malignant neoplasms (C00-C97),Cancer,Oklahoma,7.727,1985
6107,Malignant neoplasms (C00-C97),Cancer,Oregon,7.393,1788
6108,Malignant neoplasms (C00-C97),Cancer,Pennsylvania,29.014,1869
6109,Malignant neoplasms (C00-C97),Cancer,Rhode Island,2.213,1784
6110,Malignant neoplasms (C00-C97),Cancer,South Carolina,8.867,1885
6111,Malignant neoplasms (C00-C97),Cancer,South Dakota,1.612,1743
6112,Malignant neoplasms (C00-C97),Cancer,Tennessee,13.161,2016
6113,Malignant neoplasms (C00-C97),Cancer,Texas,35.074,1719
6114,Malignant neoplasms (C00-C97),Cancer,Utah,2.572,1332
6115,Malignant neoplasms (C00-C97),Cancer,Vermont,1.346,1886
6116,Malignant neoplasms (C00-C97),Cancer,Virginia,14.009,1840
6117,Malignant neoplasms (C00-C97),Cancer,Washington,11.568,1790
6118,Malignant neoplasms (C00-C97),Cancer,West Virginia,4.69,2043
6119,Malignant neoplasms (C00-C97),Cancer,Wisconsin,10.963,1772
6120,Malignant neoplasms (C00-C97),Cancer,Wyoming,940,1729
6121,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,1.051,213
6122,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,40,111
6123,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arizona,528,85
6124,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arkansas,666,215
6125,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,California,2.835,85
6126,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Colorado,444,110
6127,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Connecticut,566,132
6128,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Delaware,163,174
6129,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,District of Columbia,67,119
6130,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Florida,2.923,122
6131,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Georgia,1.689,223
6132,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Hawaii,176,117
6133,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Idaho,134,94
6134,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Illinois,2.536,195
6135,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Indiana,1.293,196
6136,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Iowa,272,69
6137,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Kansas,554,176
6138,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Kentucky,994,230
6139,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Louisiana,1.152,274
6140,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Maine,269,165
6141,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Maryland,731,132
6142,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Massachusetts,1.361,180
6143,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Michigan,1.61,150
6144,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Minnesota,780,138
6145,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Mississippi,697,243
6146,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Missouri,1.184,182
6147,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Montana,110,98
6148,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nebraska,269,128
6149,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nevada,461,213
6150,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Hampshire,149,108
6151,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Jersey,1.69,175
6152,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Mexico,252,128
6153,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New York,2.387,112
6154,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,North Carolina,1.723,191
6155,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,North Dakota,56,63
6156,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Ohio,1.747,135
6157,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Oklahoma,623,164
6158,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Oregon,426,102
6159,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Pennsylvania,2.965,183
6160,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Rhode Island,167,126
6161,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,South Carolina,806,179
6162,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,South Dakota,77,77
6163,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Tennessee,831,133
6164,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Texas,3.291,170
6165,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Utah,220,120
6166,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Vermont,54,76
6167,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Virginia,1.439,197
6168,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Washington,440,68
6169,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,West Virginia,480,213
6170,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Wisconsin,1.002,156
6171,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Wyoming,68,134
6172,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,2.506,540
6173,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,316,523
6174,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Arizona,3.352,560
6175,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Arkansas,1.415,494
6176,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,California,11.375,321
6177,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Colorado,1.917,425
6178,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Connecticut,1.302,346
6179,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Delaware,329,380
6180,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,District of Columbia,224,394
6181,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Florida,8.917,465
6182,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Georgia,3.879,451
6183,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Hawaii,441,317
6184,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Idaho,682,475
6185,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Illinois,4.451,349
6186,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Indiana,2.48,389
6187,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Iowa,1.188,357
6188,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kansas,1.198,417
6189,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kentucky,2.446,579
6190,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Louisiana,2.422,568
6191,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Maine,572,408
6192,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Maryland,1.456,261
6193,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Massachusetts,2.214,323
6194,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Michigan,3.59,352
6195,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Minnesota,1.919,354
6196,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1.856,647
6197,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Missouri,3.009,501
6198,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,558,557
6199,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Nebraska,683,361
6200,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Nevada,1.091,443
6201,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Hampshire,460,341
6202,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Jersey,2.59,290
6203,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,1.297,676
6204,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New York,5.235,262
6205,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,North Carolina,4.156,469
